itemid,hotelid,hotelname,features
502,359963,La Pura Womens Health Resort Kamptal,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=closet|amen=coffeetea maker|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
503,359963,La Pura Womens Health Resort Kamptal,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=closet|amen=coffeetea maker|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
504,364386,Gasthof Hotel Post,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=coffeetea maker|amen=desk|amen=dishwasher|amen=free wi-fi in all rooms|amen=full kitchen|amen=hair dryer|amen=heating|amen=in-room safe box|amen=kitchenware|amen=linens|amen=microwave|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=slippers|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
505,364386,Gasthof Hotel Post,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=coffeetea maker|amen=desk|amen=dishwasher|amen=free wi-fi in all rooms|amen=full kitchen|amen=hair dryer|amen=heating|amen=in-room safe box|amen=kitchenware|amen=linens|amen=microwave|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=slippers|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
506,364386,Gasthof Hotel Post,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=coffeetea maker|amen=desk|amen=dishwasher|amen=free wi-fi in all rooms|amen=full kitchen|amen=hair dryer|amen=heating|amen=in-room safe box|amen=kitchenware|amen=linens|amen=microwave|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=slippers|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
507,364386,Gasthof Hotel Post,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
508,364386,Gasthof Hotel Post,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
509,364386,Gasthof Hotel Post,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
510,364386,Gasthof Hotel Post,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
511,364386,Gasthof Hotel Post,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
512,367171,Hotel Bergzeit,ptype=hotels|star=4|amen=additional bathroom|amen=additional toilet|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes dryer|amen=clothes rack|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels
513,367171,Hotel Bergzeit,ptype=hotels|star=4|amen=additional bathroom|amen=additional toilet|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes dryer|amen=clothes rack|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels
514,367171,Hotel Bergzeit,ptype=hotels|star=4|amen=additional bathroom|amen=additional toilet|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes dryer|amen=clothes rack|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels
515,367171,Hotel Bergzeit,ptype=hotels|star=4|amen=additional bathroom|amen=additional toilet|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes dryer|amen=clothes rack|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels
516,368193,Hotel Exel,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=mini bar|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=wake-up service|amen=woodenparqueted flooring
517,368193,Hotel Exel,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mini bar|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=wake-up service|amen=woodenparqueted flooring
518,368779,Hotel Kaiservilla,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
519,368779,Hotel Kaiservilla,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
520,368779,Hotel Kaiservilla,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
521,368779,Hotel Kaiservilla,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
522,370028,Hotel Post Honigwirt,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=high chair|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=satellitecable channels|amen=seating area|amen=separate dining area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
523,370711,Hotel Servus Europa Suben,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=toiletries|amen=towels
524,370711,Hotel Servus Europa Suben,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=toiletries|amen=towels
525,370711,Hotel Servus Europa Suben,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=toiletries|amen=towels
526,370711,Hotel Servus Europa Suben,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=toiletries|amen=towels
527,371394,Hotel Vinothek Schwarzer Adler,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=clothes rack|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=woodenparqueted flooring
528,371394,Hotel Vinothek Schwarzer Adler,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=clothes rack|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=woodenparqueted flooring
529,381887,Landhotel Stockerwirt,ptype=hotels|star=4|amen=additional toilet|amen=air conditioning|amen=bathrobes|amen=closet|amen=clothes rack|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
530,381887,Landhotel Stockerwirt,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=dvdcd player|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
531,381887,Landhotel Stockerwirt,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=dvdcd player|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
532,381887,Landhotel Stockerwirt,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
533,381887,Landhotel Stockerwirt,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
534,383927,Hotel Krone Langenegg,ptype=hotels|star=4|amen=additional toilet|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=closet|amen=desk|amen=extra long bed|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
535,383927,Hotel Krone Langenegg,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
536,383927,Hotel Krone Langenegg,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
537,387309,Hotel Gasthof Brauwirt,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=closet|amen=daily housekeeping|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=seating area|amen=sofa|amen=telephone|amen=toiletries|amen=wake-up service
538,387309,Hotel Gasthof Brauwirt,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=closet|amen=daily housekeeping|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=seating area|amen=sofa|amen=telephone|amen=toiletries|amen=wake-up service
539,387309,Hotel Gasthof Brauwirt,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=closet|amen=daily housekeeping|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=seating area|amen=sofa|amen=telephone|amen=toiletries|amen=wake-up service
540,387309,Hotel Gasthof Brauwirt,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=seating area|amen=sofa|amen=telephone|amen=toiletries|amen=wake-up service
541,387309,Hotel Gasthof Brauwirt,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=closet|amen=daily housekeeping|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=seating area|amen=sofa|amen=telephone|amen=toiletries|amen=wake-up service
542,387309,Hotel Gasthof Brauwirt,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=seating area|amen=sofa|amen=telephone|amen=toiletries|amen=wake-up service
543,387309,Hotel Gasthof Brauwirt,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=seating area|amen=sofa|amen=telephone|amen=toiletries|amen=wake-up service
544,390137,Hochberghaus,ptype=hotels|star=3|amen=additional toilet|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes dryer|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=ironing facilities|amen=linens|amen=mini bar|amen=mirror|amen=refrigerator|amen=seating area|amen=separate dining area|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=washing machine|amen=woodenparqueted flooring
